DC_Identifier_LocalID,DC_Title,DC_Creator,DC_Description,DC_Format,permalink,ID_again,City,lat,lon,DC_Date
512,Pod naÅ¡ima okny,"McClure, George, Mrs., b. 1906?| Doser, Mayme, b. 1906?","Bohemian| Story of song:| Underneath our window, the water is running,| Will you water the horse my fair maid?| I can't water him because I am afraid - I am too little.| Underneath our window the petals fell off the rose| Tell me my dear is the weight of the world on your shoulders,| No, not that, but I would weep - my heart aches so.| Under the window grows an olive tree.| Tell me who comes to see you.| No one comes to my house - everybody shuns me because I am poor.",Sound recording,https://digital.library.wisc.edu/1711.dl/PKWTM6O6WBJUC9B,512,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
513,Pod naÅ¡ima okny,"Stevens, Frank, Mrs., b. 1886?","Bohemian| Story of song:| Underneath our window, the water is running,| Will you water the horse my fair maid?| I can't water him because I am afraid - I am too little.| Underneath our window the petals fell off the rose| Tell me my dear is the weight of the world on your shoulders,| No, not that, but I would weep - my heart aches so.| Under the window grows an olive tree.| Tell me who comes to see you.| No one comes to my house - everybody shuns me because I am poor.",Sound recording,https://digital.library.wisc.edu/1711.dl/THB6NR6T5F5VV83,513,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
514,Polka,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anto Horn| Rott, Nick: Trombone| Rott, Marti Baritone| Stanek, Alfred: Tuba",Bohemian| This band has played for 40 years.,Sound recording,https://digital.library.wisc.edu/1711.dl/MYZIBURIMRSEQ8X,514,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
515,Polka,"Quisling, Dagny Veum, b. 1871?",Norwegian folk instrument| Played on Hardanger violin.,Sound recording,https://digital.library.wisc.edu/1711.dl/AD3YDANZNCYZB8T,515,"Madison, WI, USA",43.081309,-89.395609,5/16/1941
516,Pompey is dead and laid in his grave,"Richards, Dora",Cornish folk song.| Miss Richards is of Cornish descent on both sides of the family. The song was learned from her mother who in turn received it from her mother. It is thought to come from England. Ancestors were early settlers in Mineral Point.,Sound recording,https://digital.library.wisc.edu/1711.dl/AY5CAUJTTM2T48T,516,"Platteville, WI, USA",42.736625,-90.470909,8/19/1940
517,Poor Rose of Lucerne,"Lobdell, Hamilton, b. 1854?",Immigrant song,Sound recording,https://digital.library.wisc.edu/1711.dl/JSYLBFMAVESZM8Q,517,"Mukwonago, WI, USA",42.862336,-88.323693,6/24/1941
518,Popelka polka,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anto Horn| Rott, Nick: Trombone| Rott, Marti Baritone| Stanek, Alfred: Tuba",Bohemian,Sound recording,https://digital.library.wisc.edu/1711.dl/C26IN5MT2DCAB8Z,518,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
521,Prayer meeting time in the hollow,"Gordon, Bessie, b. 1901?",Sentimental ballad| Has known it for years and years. Learned it from her mother.,Sound recording,https://digital.library.wisc.edu/1711.dl/Q4T5HPZUP2SWY8Y,521,"Schofield, WI, USA",44.918498,-89.609749,8/13/1941
522,Preacher went a-hunting,"Brown, Noble B., b. 1885?",American ballad,Sound recording,https://digital.library.wisc.edu/1711.dl/KBES3XX4KTJMM83,522,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
523,Pretty Polly,"Richmond, Lily, b. 1862?","Negro| These songs are sung by a negress who is the last of the slaves who came to the Lancaster area of Wisconsin. They came from Missouri, near the end of the Civil War, and were pursued by the Confederates.",Sound recording,https://digital.library.wisc.edu/1711.dl/QDR567JFQESAA8L,523,"Lancaster, WI, USA",42.846347,-90.707772,8/23/1946
524,Pretty Polly Oliver,"Levers, Eryl, b. 1922?","As Pretty Polly Oliver lay musing in bed| A colorful fancy came into her head;| No father or mother shall make me false prove,| I'll 'list for a 'sodjer' and follow my love.'| And as she sat sighing besides his cold corse| The general rode up to her, riding on a white horse| Then Polly ups and says to him, though mortal afraid| 'Oh, sir, I'm no 'sodjer' boy, I'm nothing but a maid.'""",Sound recording,https://digital.library.wisc.edu/1711.dl/EATTB3BQIM4EG85,524,"Madison, WI, USA",43.081309,-89.395609,7/26/1946
525,Pries pavo al toriui,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John","Lithuanian| Performers, Lithuanian Group [from the Church of the Immaculate Conception]",Sound recording,https://digital.library.wisc.edu/1711.dl/LRTLZYFA2YQS48P,525,"Sheboygan, WI, USA",43.756279,-87.723689,8/30/1946
526,Psalm 138,"Kok, Dick, b. 1889?",Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/ULYR43THBCT5A8B,526,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
527,"Psalm 25, verse 2","Beest, Cornelius ter| Beest, Cornelius ter, Mrs.| Redeker, Matt, Mrs.","Dutch| ""Lord, o make to me thy ways| Through thy spirit in words known.| Teach me what they signify| Ei, where thy ways will lead.""",Sound recording,https://digital.library.wisc.edu/1711.dl/GY42K3AU4VIJW8E,527,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
528,"Psalm 25, verse 2",Alton District Mission Fest,Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/NAJMVOKBJQC2F9B,528,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
529,"Psalm 42, no.1",Alton District Mission Fest,Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/CYXWGRKA5M3SK83,529,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
530,"Psalm 68, verse 10",Alton District Mission Fest,"Dutch| The last phrase was not included on the record. It is: do, re, mi, fa, mi, re, do.",Sound recording,https://digital.library.wisc.edu/1711.dl/2MTVCEPAPYFJT8F,530,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
531,"Psalm 81, verse 12","Hoope, John ten, b. 1869?",Dutch| From the songs of King David,Sound recording,https://digital.library.wisc.edu/1711.dl/AT7IKEPPEXUQG9C,531,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
532,"Psalm 84, verse 1",Alton District Mission Fest,Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/2HNEMNWIXCJOI8N,532,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
533,"Psalm 89, verse 7","Koopmans, Joe, b. 1890?| Boer, Andrew de, b. 1887?",Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/H5JIBVNVKPTKJ8Q,533,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
534,Quadrille,"Brusoe, Leizime, b. 1870?","Old time fiddler tunes| First number| Second number| Third number| Fourth number| (see record [AFS 4189 A1] for the fifth number, or breakdown).",Sound recording,https://digital.library.wisc.edu/1711.dl/3DK7COXF5IUKV86,534,"Rhinelander, WI, USA",45.644155,-89.400934,8/31/1940
535,Quadrille square-dance call,"Bicknell, Ray, b. 1866?",This is the first call of a combination of 3 calls which forms the waltz quadrille.,Sound recording,https://digital.library.wisc.edu/1711.dl/6VRKA5GQCBKZE9D,535,"Fort Atkinson, WI, USA",42.932551,-88.838673,8/19/1946
536,Quand je pense Ã  mon ami,"La Bonne Valley, Virginia, b. 1864?","French-Canadian| Mrs. Valley was born in Prairie du Chien. Parents and grandparents came from Canada. She learned the song from Paul Cody, who came from Canada.",Sound recording,https://digital.library.wisc.edu/1711.dl/3OA27FJ5NBRSL8R,536,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
537,Quand j'Ã©tais chez mon pere,"Starr, Morton Hull, Mrs.","Canadian French| ""I got myself a wife, but she would not let me eat until she was through. Then she says I might come in and have the bones of the two plump geese and the three fat pigeons. 'You may have the bones. Cry if you wish,' she says, 'but I will keep on singing.'""",Sound recording,https://digital.library.wisc.edu/1711.dl/PFCDAKZ7C3EJD8G,537,"Waukesha, WI, USA",43.02433,-88.244537,8/28/1946
538,"Rabbit dance, old song","Hawkins, Lawrence, b. 1914?| Hawkins, Rena, b. 1928?","The girl says, ""I am not coming just for the dance. I am coming to see you,"" (her boyfriend).| Lawrence Hawkins and Rena Hawkins are son and son's niece of Mr. Hawkins - Big Snake.",Sound recording,https://digital.library.wisc.edu/1711.dl/Z4VVHUISVQRG78D,538,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/25/1946
539,Rabbit dance music,"Hawkins, James| Hawkins, James, Mrs.",World War II song.| A boy went to see a girl. When he got here every one was kissing her. That's the way it is in war.  James Hawkins alson known as Big Snake.  Mrs. Hawkins also known as Sweet Grass.,Sound recording,https://digital.library.wisc.edu/1711.dl/DIITYT4M3KGSU8N,539,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
541,Ramsey County Jail,"Coffee, Lester A., b. 1871?","Historical ballad| This was a very old song at the time Mr. Coffee learned it, when he was a very small boy.",Sound recording,https://digital.library.wisc.edu/1711.dl/U7XQFUR23WLC68U,541,"Harvard, IL, USA",42.420737,-88.613519,8/20/1946
542,Red light saloon,"Humphries, Henry, b. 1865?",Vulgar| Third verse missing - Something like:| She said come my laddie| Let's go take a round.,Sound recording,https://digital.library.wisc.edu/1711.dl/QLLKXUOFWWOVX8Q,542,"Colburn, WI, USA",45.096915,-90.988938,7/22/1941
543,Red-light saloon,"Christian, John",Vulgar ballad,Sound recording,https://digital.library.wisc.edu/1711.dl/IDCRMA6M6FBHZ8K,543,"Coloma, WI, USA",44.032518,-89.52108,8/27/1940
544,Redlight saloon of Muskegan,"Neupert, Bill, b. 1888?",Vulgar,Sound recording,https://digital.library.wisc.edu/1711.dl/6OA4D2I73M2FD8Y,544,"Schofield, WI, USA",44.918498,-89.609749,8/12/1941
545,Reginella,"Accardi, Joe, 1889-1956","Italian| This is a song of a nice girl who is in love with a Don Juan. He writes her a letter, telling her they are through.",Sound recording,https://digital.library.wisc.edu/1711.dl/RMS43OJ4RRKCQ8J,545,"Beloit, WI, USA",42.510674,-89.033751,8/21/1946
546,Reislied,"Scholten, A. C. G. Gysbers, Mrs.",Dutch song| Sung from a booklet published in the Netherlands.,Sound recording,https://digital.library.wisc.edu/1711.dl/DPUEYDQ2ZRBWE87,546,"Oostburg, WI, USA",43.623074,-87.789119,8/22/1940
547,"Reite, reite","Meyer, Caspar A.,  b. 1861?","German nursery song| Mr. Meyer's mother came from Wurtemburg, his father form Baden-Baden.",Sound recording,https://digital.library.wisc.edu/1711.dl/SA4HCDYIRMQXU8G,547,"Madison, WI, USA",43.081309,-89.395609,11/1/1946
548,Reuben Ranzo,"Brown, Noble B., b. 1885?","Sea chantey| Whaler's song| Mr. Brown learned this song on a freighter running from San Francisco to Falmouth, England.| The rope's bite is the middle of the coil. To splice the main brace is to issue a drink to the crew.",Sound recording,https://digital.library.wisc.edu/1711.dl/32QKHRZTGWXXV8F,548,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
549,Reuben Wright and Phoebe Brown,"Lobdell, Hamilton, b. 1854?",Ballad| Mr. Lobdell learned this from his brother Dwight who used to sing it at spelling school and singing school.,Sound recording,https://digital.library.wisc.edu/1711.dl/5OR6WXQC2HIEC9C,549,"Mukwonago, WI, USA",42.862336,-88.323693,6/24/1941
550,RÃªves de jeunesse,"Maes, Desire, b. 1873?",Belgian folk song| A love song of the Belgian children (about the dream of young folks).| The small part missing at the end of this record is but a repetition of the last two lines of the verse.,Sound recording,https://digital.library.wisc.edu/1711.dl/HHIXVB7LURGBU8U,550,"Green Bay, WI, USA",44.517447,-87.954553,8/3/1941
551,Reviens mon fils,"Maes, Desire, b. 1873?","French folk song| An old father living in the mountains of France sends his son out in the world to seek after gold. Later he begs him to return, having learned that happiness is not to be found in gold.",Sound recording,https://digital.library.wisc.edu/1711.dl/KBMEONX244YE48N,551,"Green Bay, WI, USA",44.517447,-87.954553,8/3/1941
552,Rida ranka,"Ostrom, John G.: Voice| Lundholm, E. H.: Piano",Swedish folk song| A story of the king.,Sound recording,https://digital.library.wisc.edu/1711.dl/2X5ZNDU55WDEE9B,552,"Superior, WI, USA",46.705622,-92.101588,9/1/1940
553,Riding song,"Redhorn, Susie, b. 1866?| White Eagle, Marie, b. 1906?| Shekah, Marie, b. 1911?| White Eagle, Sanborn, b. 1891?| Yellow Thunder, Chief, b. 1872?: Announcer",Winnebago| Chief Yellow Thunder announcing| This song is used for a joyous riding festival and is nicknamed V 8.| Sanborn White Eagle also known as Walking Blue Sky; Marie White Eagle also known as Storm Walking Woman; Susie Redhorn also known as Bringing Home the Prisoner,Sound recording,https://digital.library.wisc.edu/1711.dl/TJZ57PGTZF2FN8O,553,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/31/1946
554,Riley and I were chums,"Walker, Robert, b. 1883?",Irish brogue| Mr. Walker used to sing this song in the lumber camps. He has been working in the camps the most of his life.,Sound recording,https://digital.library.wisc.edu/1711.dl/ULQX7L373TXNT8F,554,"Crandon, WI, USA",45.568712,-88.897293,8/14/1941
555,Rimpianto,"DeNoto, Mrs. b. 1922?","Italian| This folk melody has been made into a popular song. It is a song of the remembrance of smiles, love, and youthful romance.",Sound recording,https://digital.library.wisc.edu/1711.dl/LO6AJ7AY4ILML9C,555,"Beloit, WI, USA",42.510674,-89.033751,8/21/1946
556,Robin,"Morgan, William Jacob, b. 1870?","American ballad| He sang this song from the verses copied down by his wife, 46 years ago. It was learned from Mrs. Mark Schackleton, of Milwaukee, who learned it from her parents who came from the East.| [2 performances]",Sound recording,https://digital.library.wisc.edu/1711.dl/56XDFG5LI2KSF8Y,556,"Berlin, WI, USA",43.968582,-88.952344,8/4/1946
557,Rock in the meadow,"Coffee, Lester A., b. 1871?",Sentimental ballad| This was a song of the late 80's.| Home-less.,Sound recording,https://digital.library.wisc.edu/1711.dl/7BXVYNPQB3BVN9B,557,"Harvard, IL, USA",42.420737,-88.613519,8/20/1946
558,Rock of ages,"Richmond, Lily, b. 1862?",Early American,Sound recording,https://digital.library.wisc.edu/1711.dl/6FBH4P6WJTR7V8O,558,"Lancaster, WI, USA",42.846347,-90.707772,8/23/1946
559,Roeijersliet,"Meer, Gertrude van der","Friesland| Finske folkswize, P.J. Troelstra, #40.",Sound recording,https://digital.library.wisc.edu/1711.dl/C2QYQXOACEWXP83,559,"Kenosha, WI, USA",42.584327,-87.841871,8/28/1946
560,Roi a fait battre tambour,"Starr, Morton Hull, Mrs.","French Canadian| The king is reviewing his ladies, and notices a beautiful girl. He asks his aide who she is, and learns she is the aide's wife. The king tells him he can do much for him if he may have the lady. The aide comes to his wife, who is filled with shame.| The queen is jealous and sends poisoned lilies. The girl, thinking they are from her lover, breathes their poison and dies.| This is a ballad of the 16th century. It was forbidden in France by an edict, because it reflected on royalty. The song was brought to Canada where it could be sung without fear.",Sound recording,https://digital.library.wisc.edu/1711.dl/D4Q4PNNUBNLEQ85,560,"Waukesha, WI, USA",43.02433,-88.244537,8/28/1946
561,Roselil,"Utoft, Ester, b. 1922?","Danish| ""Ere the orchard grows flowers of gold on each tree| I'll love not a man, but be happy and free -""| Sir Peder smiled at the jest. When they came to the orchard, gold rings were blooming like flowers on each spray. Rosalie was perplexed; Sir Peder embraced her.",Sound recording,https://digital.library.wisc.edu/1711.dl/VQOHTMMMYBVV28A,561,"Denmark, WI, USA",44.348556,-87.831168,8/10/1946
562,"Rosette, c'est aujourdhui le jour","Beck, Anton de, b. 1866?",Belgian| A young girl and an old man (at least 90) marry. The match doesn't work out.,Sound recording,https://digital.library.wisc.edu/1711.dl/6Z5RY3XCYXRQF86,562,"Dyckesville, WI, USA",44.637035,-87.767163,8/31/1946
563,Rowan County trouble,"Faulkner, Grant, b. 1870?","Kentucky feud ballad| Mr. Faulkner was living in the county next to Rowan County, Ky. when this occurred. Faulkner said, ""I knowed them (characters of this song) as well as I knowed anybody, and every word is true, Mister.""",Sound recording,https://digital.library.wisc.edu/1711.dl/7HILTUCCYTJSB8T,563,"Crandon, WI, USA",45.568712,-88.897293,7/28/1941
564,Roy Neil,"Bundy, Winifred, b. 1884?",Miss Bundy's mother sang this song in her girlhood. Her mother would be 90 now.,Sound recording,https://digital.library.wisc.edu/1711.dl/PGQGP7LOUQETT8C,564,"Madison, WI, USA",43.081309,-89.395609,7/23/1946
565,Rwy'n myn'd,"Morgan, Moses, b. 1873?",Welsh folk song| Story of the life of man-- through happiness and sorrow. Each one passes on. Some day someone will say that Moses Morgan has passed away.,Sound recording,https://digital.library.wisc.edu/1711.dl/A5AA357CO7CHX9D,565,"Pickett, WI, USA",43.911389,-88.729722,8/26/1940
