DC_Identifier_LocalID,DC_Title,DC_Title_Other,DC_Creator,DC_Contributor,DC_Subject,DC_Description,DC_Publisher,DC_Date,DC_Type,DC_Format,DC_Identifier,DC_Identifier_LocalID,DC_Source,DC_Language,DC_Relation,DC_Relation_OtherFormat,DC_Relation_IsPartOf,DC_Relation_HasPart,DC_Coverage,Note,permalink,ID_again,City,lat,lon,status
502,Peyote songs,,"Hawkins, Lawrence, b. 1914?: Voice| Hawkins, Lawrence, b. 1914?: Rattle| Bear Skin, Reuben, b. 1921?: Drum",,"Indians of North America| Voice, rattle, and drum| Religious","Native American Church| These are old melodies, with words in the Sioux language - perhaps 100 years. They are songs of the Native American Church, which believes in Christ and God. There are four songs in succession:| 1. Jesus is the only way| 2. God, have pity on me, I am a sinner, I'll repent my sin.| 3. Comanche doctoring song| 4. Sioux Indian quilling song when the song is over - ""Jesus made a road for you. You will be saved.""",,7/25/1946,Sound,Sound recording,,,dak,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/B52XCT3DIDJ2U8H,502,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
503,Pickled Jew,,"Walker, Robert, b. 1883?",,Voice| Loggers,Lumberjack| Learned it from an Irishman in the camps. Mr. Walker says it must have been an Irishman who thought it up.,,8/14/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 290",,,,Spatial: Crandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/VDTDHMVLMQ2DW8T,503,"Crandon, WI, USA",45.568712,-88.897293,success
504,Piesn wieczorna,Evensong,"Pokora, Stasia","Moniuszko, StanisÅ‚aw, 1819-1872: Composer",Polish| Voice,"Polish| This song uses a melody by Poland's famous composer, StanisÅ‚aus Moniuszko. It tells of the crops in the fields ripening, and the mother preparing the evening meal. The young folks come home from the fields, and when the mother asks why more has not been harvested, they give the usual excuses that young people would give, such as; the day was too beautiful, the hands were too tired, etc.",,8/29/1946,Sound,Sound recording,,,pol,,,,,Spatial: Milwaukee (Wis.),,,https://digital.library.wisc.edu/1711.dl/QCLSRNBMIIJ7P8Z,504,"Milwaukee, WI, USA",43.063146,-87.948334,success
505,Pig schottische,,"Rindlisbacher, Otto, b. 1901?",,Violin| Loggers,Lumberjack| Lumberjack dance music| An example of lumberjack humor.,,8/15/1941,Sound,Sound recording,,,,,,,,Spatial: Rice Lake (Wis.),,,https://digital.library.wisc.edu/1711.dl/BACAFO276GHB68X,505,"Rice Lake, WI, USA",45.503769,-91.740829,success
506,Pinery boy,,"Rindlisbacher, Otto, Mrs., b. 1901?",,Viking cello| Loggers,"Lumberjack song| Played on the so-called Viking cello, an adaptation of the lumberjack pitchfork cello.| See Rickaby Ballads and songs of the shanty boy, p. 85.",,8/15/1941,Sound,Sound recording,,,,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 94",,,,Spatial: Rice Lake (Wis.),,,https://digital.library.wisc.edu/1711.dl/2GAQHEXO66QNG8I,506,"Rice Lake, WI, USA",45.503769,-91.740829,success
507,Plaukia Nemunelis,Nemun River,"Aldakauskas, Mary| Hidde, Walter, Mrs.",,Lithuanian| Voice| River,Lithuanian,,8/30/1946,Sound,Sound recording,,,lit,,,,,Spatial: Sheboygan (Wis.),,,https://digital.library.wisc.edu/1711.dl/6KXPAPOL5GJEU9E,507,"Sheboygan, WI, USA",43.756279,-87.723689,success
509,Play party games,Needle's eye| King William was King James' son| Come filander,"Dietz, Charles, b. 1871?",,English| Voice| Games,"English| Extra verses [to King William was King James' son]:| Now on the carpet you must kneel| As sure as the grass grows in the field.| Salute your bride and kiss her sweet,| And then arise upon your feet.| Now you're married, you must be good,| So split your wife some kindling wood.| Split it fine and carry it in;| Then she'll let you kiss her again.",,9/2/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Monroe (Wis.),,,https://digital.library.wisc.edu/1711.dl/NFRYK65YONEUX8G,509,"Monroe, WI, USA",42.597234,-89.645995,success
511,Please Mr. Bartender,,"Silsbe, Gene, b. 1880?",,Voice| Temperance,Temperence song,,7/22/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 256",,,,Spatial: Hancock (Town of Colburn) (Wis.,,,https://digital.library.wisc.edu/1711.dl/QDKSZSTH2LVEA8W,511,"Hancock, WI, USA",44.13365,-89.521554,success
512,Pod naÅ¡ima okny,Underneath our window,"McClure, George, Mrs., b. 1906?| Doser, Mayme, b. 1906?",,Bohemian| Vocal duet,"Bohemian| Story of song:| Underneath our window, the water is running,| Will you water the horse my fair maid?| I can't water him because I am afraid - I am too little.| Underneath our window the petals fell off the rose| Tell me my dear is the weight of the world on your shoulders,| No, not that, but I would weep - my heart aches so.| Under the window grows an olive tree.| Tell me who comes to see you.| No one comes to my house - everybody shuns me because I am poor.",,8/19/1941,Sound,Sound recording,,,cze,,,,,Spatial: Prairie du Chien (Wis.),,,https://digital.library.wisc.edu/1711.dl/PKWTM6O6WBJUC9B,512,"Prairie du Chien, WI, USA",43.042549,-91.141425,success
513,Pod naÅ¡ima okny,Underneath our window,"Stevens, Frank, Mrs., b. 1886?",,Bohemian| Voice,"Bohemian| Story of song:| Underneath our window, the water is running,| Will you water the horse my fair maid?| I can't water him because I am afraid - I am too little.| Underneath our window the petals fell off the rose| Tell me my dear is the weight of the world on your shoulders,| No, not that, but I would weep - my heart aches so.| Under the window grows an olive tree.| Tell me who comes to see you.| No one comes to my house - everybody shuns me because I am poor.",,8/19/1941,Sound,Sound recording,,,cze,,,,,Spatial: Prairie du Chien (Wis.),,,https://digital.library.wisc.edu/1711.dl/THB6NR6T5F5VV83,513,"Prairie du Chien, WI, USA",43.042549,-91.141425,success
514,Polka,,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",,Bohemian| Band| Dances,Bohemian| This band has played for 40 years.,,8/25/1946,Sound,Sound recording,,,,,,,,Spatial: Yuba (Wis.),,,https://digital.library.wisc.edu/1711.dl/MYZIBURIMRSEQ8X,514,"Yuba, WI, USA",43.535455,-90.426785,success
515,Polka,,"Quisling, Dagny Veum, b. 1871?",,Norwegian| Hardanger fiddle,Norwegian folk instrument| Played on Hardanger violin.,,5/16/1941,Sound,Sound recording,,,,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/AD3YDANZNCYZB8T,515,"Madison, WI, USA",43.081309,-89.395609,success
516,Pompey is dead and laid in his grave,,"Richards, Dora",,Cornish| Voice,Cornish folk song.| Miss Richards is of Cornish descent on both sides of the family. The song was learned from her mother who in turn received it from her mother. It is thought to come from England. Ancestors were early settlers in Mineral Point.,,8/19/1940,Sound| Text,Sound recording,,,eng,,,,,Spatial: Platteville (Wis.),,,https://digital.library.wisc.edu/1711.dl/AY5CAUJTTM2T48T,516,"Platteville, WI, USA",42.736625,-90.470909,success
517,Poor Rose of Lucerne,,"Lobdell, Hamilton, b. 1854?",,Voice| Immigrant,Immigrant song,,6/24/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Mukwonago (Wis.),,,https://digital.library.wisc.edu/1711.dl/JSYLBFMAVESZM8Q,517,"Mukwonago, WI, USA",42.862336,-88.323693,success
518,Popelka polka,,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",,Bohemian| Band| Dances,Bohemian,,8/25/1946,Sound,Sound recording,,,,,,,,Spatial: Yuba (Wis.),,,https://digital.library.wisc.edu/1711.dl/C26IN5MT2DCAB8Z,518,"Yuba, WI, USA",43.535455,-90.426785,success
521,Prayer meeting time in the hollow,,"Gordon, Bessie, b. 1901?",,Voice and reed organ| Ballads,Sentimental ballad| Has known it for years and years. Learned it from her mother.,,8/13/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Schofield (Wis.),,,https://digital.library.wisc.edu/1711.dl/Q4T5HPZUP2SWY8Y,521,"Schofield, WI, USA",44.918498,-89.609749,success
522,Preacher went a-hunting,,"Brown, Noble B., b. 1885?",,Voice| Ballads,American ballad,,11/17/1946,Sound,Sound recording,,,eng,,,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/KBES3XX4KTJMM83,522,"Millville, WI, USA",43.01865,-90.93917,success
523,Pretty Polly,,"Richmond, Lily, b. 1862?",,Voice,"Negro| These songs are sung by a negress who is the last of the slaves who came to the Lancaster area of Wisconsin. They came from Missouri, near the end of the Civil War, and were pursued by the Confederates.",,8/23/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 164",,,,Spatial: Lancaster (Wis.),,,https://digital.library.wisc.edu/1711.dl/QDR567JFQESAA8L,523,"Lancaster, WI, USA",42.846347,-90.707772,success
524,Pretty Polly Oliver,,"Levers, Eryl, b. 1922?",,English| Voice,"As Pretty Polly Oliver lay musing in bed| A colorful fancy came into her head;| No father or mother shall make me false prove,| I'll 'list for a 'sodjer' and follow my love.'| And as she sat sighing besides his cold corse| The general rode up to her, riding on a white horse| Then Polly ups and says to him, though mortal afraid| 'Oh, sir, I'm no 'sodjer' boy, I'm nothing but a maid.'""",,7/26/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 133",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/EATTB3BQIM4EG85,524,"Madison, WI, USA",43.081309,-89.395609,success
525,Pries pavo al toriui,Introit,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John",,Lithuanian| Voices| Religious,"Lithuanian| Performers, Lithuanian Group [from the Church of the Immaculate Conception]",,8/30/1946,Sound,Sound recording,,,lit,,,,,Spatial: Sheboygan (Wis.),,,https://digital.library.wisc.edu/1711.dl/LRTLZYFA2YQS48P,525,"Sheboygan, WI, USA",43.756279,-87.723689,success
526,Psalm 138,,"Kok, Dick, b. 1889?",,Voice,Dutch,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/ULYR43THBCT5A8B,526,"Brandon, WI, USA",43.736175,-88.781793,success
527,"Psalm 25, verse 2",,"Beest, Cornelius ter| Beest, Cornelius ter, Mrs.| Redeker, Matt, Mrs.",,Voices| Religious,"Dutch| ""Lord, o make to me thy ways| Through thy spirit in words known.| Teach me what they signify| Ei, where thy ways will lead.""",,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/GY42K3AU4VIJW8E,527,"Brandon, WI, USA",43.736175,-88.781793,success
528,"Psalm 25, verse 2",,Alton District Mission Fest,,Voices| Religious,Dutch,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/NAJMVOKBJQC2F9B,528,"Brandon, WI, USA",43.736175,-88.781793,success
529,"Psalm 42, no.1",,Alton District Mission Fest,,Voices| Religious,Dutch,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/CYXWGRKA5M3SK83,529,"Brandon, WI, USA",43.736175,-88.781793,success
530,"Psalm 68, verse 10",,Alton District Mission Fest,,Voices| Religious,"Dutch| The last phrase was not included on the record. It is: do, re, mi, fa, mi, re, do.",,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/2MTVCEPAPYFJT8F,530,"Brandon, WI, USA",43.736175,-88.781793,success
531,"Psalm 81, verse 12",,"Hoope, John ten, b. 1869?",,Voice,Dutch| From the songs of King David,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/AT7IKEPPEXUQG9C,531,"Brandon, WI, USA",43.736175,-88.781793,success
532,"Psalm 84, verse 1",,Alton District Mission Fest,,Voices| Religious,Dutch,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/2HNEMNWIXCJOI8N,532,"Brandon, WI, USA",43.736175,-88.781793,success
533,"Psalm 89, verse 7",,"Koopmans, Joe, b. 1890?| Boer, Andrew de, b. 1887?",,Voice| Religious,Dutch,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/H5JIBVNVKPTKJ8Q,533,"Brandon, WI, USA",43.736175,-88.781793,success
534,Quadrille,,"Brusoe, Leizime, b. 1870?",,Violin| Fiddle tune,"Old time fiddler tunes| First number| Second number| Third number| Fourth number| (see record [AFS 4189 A1] for the fifth number, or breakdown).",,8/31/1940,Sound,Sound recording,,,,,,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/3DK7COXF5IUKV86,534,"Rhinelander, WI, USA",45.644155,-89.400934,success
535,Quadrille square-dance call,,"Bicknell, Ray, b. 1866?",,Voice| Dances,This is the first call of a combination of 3 calls which forms the waltz quadrille.,,8/19/1946,Sound,Sound recording,,,eng,,,,,Spatial: Fort Atkinson (Wis.),,,https://digital.library.wisc.edu/1711.dl/6VRKA5GQCBKZE9D,535,"Fort Atkinson, WI, USA",42.932551,-88.838673,success
536,Quand je pense Ã  mon ami,,"La Bonne Valley, Virginia, b. 1864?",,French-Canadian| Voice,"French-Canadian| Mrs. Valley was born in Prairie du Chien. Parents and grandparents came from Canada. She learned the song from Paul Cody, who came from Canada.",,8/19/1941,Sound,Sound recording,,,fre,,,,,Spatial: Prairie du Chien (Wis.),,,https://digital.library.wisc.edu/1711.dl/3OA27FJ5NBRSL8R,536,"Prairie du Chien, WI, USA",43.042549,-91.141425,success
537,Quand j'Ã©tais chez mon pere,,"Starr, Morton Hull, Mrs.",,French-Canadian| Voice,"Canadian French| ""I got myself a wife, but she would not let me eat until she was through. Then she says I might come in and have the bones of the two plump geese and the three fat pigeons. 'You may have the bones. Cry if you wish,' she says, 'but I will keep on singing.'""",,8/28/1946,Sound,Sound recording,,,fre,,,,,Spatial: Waukesha (Wis.),,,https://digital.library.wisc.edu/1711.dl/PFCDAKZ7C3EJD8G,537,"Waukesha, WI, USA",43.02433,-88.244537,success
538,"Rabbit dance, old song",,"Hawkins, Lawrence, b. 1914?| Hawkins, Rena, b. 1928?",,Indians of North America| Voice| War,"The girl says, ""I am not coming just for the dance. I am coming to see you,"" (her boyfriend).| Lawrence Hawkins and Rena Hawkins are son and son's niece of Mr. Hawkins - Big Snake.",,7/25/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/Z4VVHUISVQRG78D,538,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
539,Rabbit dance music,"World War II song, #3","Hawkins, James| Hawkins, James, Mrs.",,Indians of North America| Voices and drum| World War--1939-1945,World War II song.| A boy went to see a girl. When he got here every one was kissing her. That's the way it is in war.  James Hawkins alson known as Big Snake.  Mrs. Hawkins also known as Sweet Grass.,,7/24/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/DIITYT4M3KGSU8N,539,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
541,Ramsey County Jail,,"Coffee, Lester A., b. 1871?",,Voice| Historical| Ballads,"Historical ballad| This was a very old song at the time Mr. Coffee learned it, when he was a very small boy.",,8/20/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 186",,,,Spatial: Harvard (Ill.),,,https://digital.library.wisc.edu/1711.dl/U7XQFUR23WLC68U,541,"Harvard, IL, USA",42.420737,-88.613519,success
542,Red light saloon,,"Humphries, Henry, b. 1865?",,Bawdy songs,Vulgar| Third verse missing - Something like:| She said come my laddie| Let's go take a round.,,7/22/1941,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 267",,,,Spatial: Colburn (Wis.),,,https://digital.library.wisc.edu/1711.dl/QLLKXUOFWWOVX8Q,542,"Colburn, WI, USA",45.096915,-90.988938,success
543,Red-light saloon,,"Christian, John",,Voice| Ballads,Vulgar ballad,,8/27/1940,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 267",,,,Spatial: Coloma (Wis.),,,https://digital.library.wisc.edu/1711.dl/IDCRMA6M6FBHZ8K,543,"Coloma, WI, USA",44.032518,-89.52108,success
544,Redlight saloon of Muskegan,,"Neupert, Bill, b. 1888?",,Voice| Bawdy songs,Vulgar,,8/12/1941,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 267",,,,Spatial: Schofield (Wis.),,,https://digital.library.wisc.edu/1711.dl/6OA4D2I73M2FD8Y,544,"Schofield, WI, USA",44.918498,-89.609749,success
545,Reginella,,"Accardi, Joe, 1889-1956",,Italian| Voice| Love,"Italian| This is a song of a nice girl who is in love with a Don Juan. He writes her a letter, telling her they are through.",,8/21/1946,Sound,Sound recording,,,ita,,,,,Spatial: Beloit (Wis.),,,https://digital.library.wisc.edu/1711.dl/RMS43OJ4RRKCQ8J,545,"Beloit, WI, USA",42.510674,-89.033751,success
546,Reislied,,"Scholten, A. C. G. Gysbers, Mrs.","Newman, J.: Composer(?)",Dutch| Voice,Dutch song| Sung from a booklet published in the Netherlands.,,8/22/1940,Sound,Sound recording,,,dut,,,,,Spatial: Oostburg (Wis.),,,https://digital.library.wisc.edu/1711.dl/DPUEYDQ2ZRBWE87,546,"Oostburg, WI, USA",43.623074,-87.789119,success
